service_date,day_type,bus,rail_boardings,total_rides
1/26/12,W,1052929,739012,1791941
1/27/12,W,968530,720988,1689518
1/28/12,A,621329,419586,1040915
1/29/12,U,416383,293146,709529
1/30/12,W,1023037,704317,1727354
1/31/12,W,1059681,731360,1791041
2/1/12,W,1111421,736252,1847673
2/2/12,W,1081236,739698,1820934
2/3/12,W,1014951,714336,1729287
2/4/12,A,661534,418503,1080037
2/5/12,U,462359,289438,751797
2/6/12,W,1038157,699926,1738083
2/7/12,W,1040979,721937,1762916
2/8/12,W,1069324,738273,1807597
2/9/12,W,1065885,741959,1807844
2/10/12,W,982329,715473,1697802
2/11/12,A,591333,399462,990795
2/12/12,U,429977,285739,715716
2/13/12,W,882797,653118,1535915
2/14/12,W,1077348,738384,1815732
2/15/12,W,1051929,726359,1778288
2/16/12,W,1058911,736170,1795081
2/17/12,W,1058544,731415,1789959
2/18/12,A,666760,454131,1120891
2/19/12,U,475445,322414,797859
2/20/12,W,761004,543889,1304893
2/21/12,W,1036038,726162,1762200
2/22/12,W,1052160,732150,1784310
2/23/12,W,1033787,734839,1768626
2/24/12,W,989267,712507,1701774
2/25/12,A,630649,417134,1047783
2/26/12,U,448512,298409,746921
2/27/12,W,1023956,703435,1727391
2/28/12,W,1039341,720589,1759930
2/29/12,W,1055847,736007,1791854
3/1/12,W,1075076,739664,1814740
3/2/12,W,1031215,705878,1737093
3/3/12,A,624519,416704,1041223
3/4/12,U,441120,292334,733454
3/5/12,W,913762,651903,1565665
3/6/12,W,1084176,744478,1828654
3/7/12,W,1060619,736849,1797468
3/8/12,W,1049305,735123,1784428
3/9/12,W,1037776,718371,1756147
3/10/12,A,681263,444574,1125837
3/11/12,U,482075,316828,798903
3/12/12,W,1015965,715585,1731550
3/13/12,W,1071861,744918,1816779
3/14/12,W,1087551,762671,1850222
3/15/12,W,1061219,763525,1824744
3/16/12,W,1044828,774035,1818863
3/17/12,A,755574,708351,1463925
3/18/12,U,504213,359041,863254
3/19/12,W,1015401,707467,1722868
3/20/12,W,1043797,718050,1761847
3/21/12,W,1050000,723631,1773631
3/22/12,W,1016361,717170,1733531
3/23/12,W,945472,685518,1630990
3/24/12,A,641412,430070,1071482
3/25/12,U,470355,355696,826051
3/26/12,W,996549,700972,1697521
3/27/12,W,1024173,723040,1747213
3/28/12,W,1029545,735639,1765184
3/29/12,W,1013994,734424,1748418
3/30/12,W,1001257,709407,1710664
3/31/12,A,646169,440893,1087062
4/1/12,U,477703,321629,799332
4/2/12,W,935073,696533,1631606
4/3/12,W,972756,720709,1693465
4/4/12,W,954947,724726,1679673
4/5/12,W,933666,750000,1683666
4/6/12,W,861696,642047,1503743
4/7/12,A,637466,434835,1072301
4/8/12,U,429398,289618,719016
4/9/12,W,1010279,727154,1737433
4/10/12,W,1038779,751834,1790613
4/11/12,W,1053786,760911,1814697
4/12/12,W,1050150,775089,1825239
4/13/12,W,958166,741802,1699968
4/14/12,A,644498,470545,1115043
4/15/12,U,443006,320025,763031
4/16/12,W,996333,713598,1709931
4/17/12,W,1056910,744763,1801673
4/18/12,W,1031225,736936,1768161
4/19/12,W,989282,743350,1732632
4/20/12,W,994547,737187,1731734
4/21/12,A,656064,471715,1127779
4/22/12,U,448386,333024,781410
4/23/12,W,1031544,739667,1771211
4/24/12,W,1003275,750511,1753786
4/25/12,W,978891,740777,1719668
4/26/12,W,1044469,760338,1804807
4/27/12,W,1026691,745495,1772186
4/28/12,A,592513,425418,1017931
4/29/12,U,445246,322436,767682
4/30/12,W,977200,703630,1680830
5/1/12,W,1073425,743154,1816579
5/2/12,W,1060720,754536,1815256
5/3/12,W,1086032,766616,1852648
5/4/12,W,1054307,778105,1832412
5/5/12,A,666613,497814,1164427
5/6/12,U,434634,343213,777847
5/7/12,W,1000335,731509,1731844
5/8/12,W,1062602,762274,1824876
5/9/12,W,1041744,752170,1793914
5/10/12,W,1036368,743841,1780209
5/11/12,W,1042715,745296,1788011
5/12/12,A,610945,427440,1038385
5/13/12,U,455430,321345,776775
5/14/12,W,983231,700274,1683505
5/15/12,W,1023348,720962,1744310
5/16/12,W,1013654,734234,1747888
5/17/12,W,1014361,746681,1761042
5/18/12,W,980261,694037,1674298
5/19/12,A,646682,465776,1112458
5/20/12,U,445099,374706,819805
5/21/12,W,884516,568256,1452772
5/22/12,W,1014156,721698,1735854
5/23/12,W,1019498,738794,1758292
5/24/12,W,1016089,756023,1772112
5/25/12,W,1005567,736144,1741711
5/26/12,A,636093,469284,1105377
5/27/12,U,502724,392936,895660
5/28/12,U,463763,362808,826571
5/29/12,W,1012629,719096,1731725
5/30/12,W,1001845,742834,1744679
5/31/12,W,910804,714511,1625315
6/1/12,W,1034827,750848,1785675
6/2/12,A,698536,489792,1188328
6/3/12,U,512841,354121,866962
6/4/12,W,1035294,726053,1761347
6/5/12,W,1048003,749888,1797891
6/6/12,W,1033815,753512,1787327
6/7/12,W,1031503,768929,1800432
6/8/12,W,1023786,802823,1826609
6/9/12,A,704117,569867,1273984
6/10/12,U,509071,404744,913815
6/11/12,W,985578,726731,1712309
6/12/12,W,1003612,772974,1776586
6/13/12,W,986995,778465,1765460
6/14/12,W,959511,783352,1742863
6/15/12,W,996431,803508,1799939
6/16/12,A,673257,513638,1186895
6/17/12,U,497166,372514,869680
6/18/12,W,899886,710839,1610725
6/19/12,W,934909,725980,1660889
6/20/12,W,945821,743331,1689152
6/21/12,W,931983,728067,1660050
6/22/12,W,958498,755020,1713518
6/23/12,A,676430,492238,1168668
6/24/12,U,513132,530481,1043613
6/25/12,W,933417,725550,1658967
6/26/12,W,952845,746532,1699377
6/27/12,W,957566,751428,1708994
6/28/12,W,880771,702116,1582887
6/29/12,W,925177,734451,1659628
6/30/12,A,683644,485188,1168832
7/1/12,U,474631,350123,824754
7/2/12,W,929572,676617,1606189
7/3/12,W,976022,710361,1686383
7/4/12,U,511376,383942,895318
7/5/12,W,833954,628259,1462213
7/6/12,W,852806,651815,1504621
7/7/12,A,628380,439918,1068298
7/8/12,U,490561,341530,832091
7/9/12,W,934404,697423,1631827
7/10/12,W,958191,713798,1671989
7/11/12,W,982452,751429,1733881
7/12/12,W,973681,769452,1743133
7/13/12,W,918812,781300,1700112
7/14/12,A,662503,539189,1201692
7/15/12,U,520254,434508,954762
7/16/12,W,927149,703975,1631124
7/17/12,W,916666,721980,1638646
7/18/12,W,947611,737720,1685331
7/19/12,W,929760,737674,1667434
7/20/12,W,950944,732949,1683893
7/21/12,A,682249,467138,1149387
7/22/12,U,481281,353089,834370
7/23/12,W,915219,695786,1611005
7/24/12,W,902916,701367,1604283
7/25/12,W,930185,724487,1654672
7/26/12,W,945792,720070,1665862
7/27/12,W,947151,758858,1706009
7/28/12,A,686178,517111,1203289
7/29/12,U,488506,374441,862947
7/30/12,W,907631,705435,1613066
7/31/12,W,927014,719885,1646899
8/1/12,W,993124,746620,1739744
8/2/12,W,956268,736721,1692989
8/3/12,W,997248,828673,1825921
8/4/12,A,639837,540564,1180401
8/5/12,U,520813,454682,975495
8/6/12,W,930469,718004,1648473
8/7/12,W,939745,710734,1650479
8/8/12,W,937937,714729,1652666
8/9/12,W,910038,733293,1643331
8/10/12,W,939807,762585,1702392
8/11/12,A,634529,525198,1159727
8/12/12,U,485254,389752,875006
8/13/12,W,862334,675894,1538228
8/14/12,W,952867,719794,1672661
8/15/12,W,969450,736768,1706218
8/16/12,W,894461,689521,1583982
8/17/12,W,985722,734329,1720051
8/18/12,A,711680,513680,1225360
8/19/12,U,526215,381863,908078
8/20/12,W,932342,694224,1626566
8/21/12,W,989240,725406,1714646
8/22/12,W,993443,741288,1734731
8/23/12,W,996707,730663,1727370
8/24/12,W,995467,757933,1753400
8/25/12,A,682483,499512,1181995
8/26/12,U,425118,326682,751800
8/27/12,W,999090,732088,1731178
8/28/12,W,1022555,752842,1775397
8/29/12,W,1019369,757338,1776707
8/30/12,W,1009624,765912,1775536
8/31/12,W,1051323,787713,1839036
9/1/12,A,670752,498563,1169315
9/2/12,U,522696,425857,948553
9/3/12,U,509576,366891,876467
9/4/12,W,1101066,757151,1858217
9/5/12,W,1081742,778985,1860727
9/6/12,W,1106785,787102,1893887
9/7/12,W,1057006,798630,1855636
9/8/12,A,697211,548107,1245318
9/9/12,U,491612,370846,862458
9/10/12,W,980800,786943,1767743
9/11/12,W,1026114,789589,1815703
9/12/12,W,1024605,785316,1809921
9/13/12,W,991316,793145,1784461
9/14/12,W,1023073,789009,1812082
9/15/12,A,707625,533074,1240699
9/16/12,U,497209,369738,866947
9/17/12,W,972361,749237,1721598
9/18/12,W,1009476,774593,1784069
9/19/12,W,1090006,805444,1895450
9/20/12,W,1087075,814328,1901403
9/21/12,W,1043281,804809,1848090
9/22/12,A,669729,507218,1176947
9/23/12,U,494049,373413,867462
9/24/12,W,1067116,777711,1844827
9/25/12,W,1093445,787595,1881040
9/26/12,W,1088775,786511,1875286
9/27/12,W,1082616,810524,1893140
9/28/12,W,1080818,803271,1884089
9/29/12,A,715790,512833,1228623
9/30/12,U,495883,357104,852987
10/1/12,W,1117666,783378,1901044
10/2/12,W,1108031,806945,1914976
10/3/12,W,1115762,810692,1926454
10/4/12,W,1099004,810084,1909088
10/5/12,W,1069580,808343,1877923
10/6/12,A,670397,522379,1192776
10/7/12,U,449748,512959,962707
10/8/12,W,977879,713083,1690962
10/9/12,W,1088484,795608,1884092
10/10/12,W,1079860,798154,1878014
10/11/12,W,1085498,807251,1892749
10/12/12,W,1067152,796441,1863593
10/13/12,A,604421,447031,1051452
10/14/12,U,443009,327889,770898
10/15/12,W,1071312,776921,1848233
10/16/12,W,1081929,792993,1874922
10/17/12,W,1057430,792225,1849655
10/18/12,W,1059957,806783,1866740
10/19/12,W,1051902,801852,1853754
10/20/12,A,696516,512403,1208919
10/21/12,U,493474,354896,848370
10/22/12,W,1003315,769024,1772339
10/23/12,W,1043067,784378,1827445
10/24/12,W,1081481,804851,1886332
10/25/12,W,1027919,797938,1825857
10/26/12,W,1039677,796666,1836343
10/27/12,A,664877,490779,1155656
10/28/12,U,454048,341936,795984
10/29/12,W,1035050,759113,1794163
10/30/12,W,1012512,765043,1777555
10/31/12,W,1042048,780984,1823032
11/1/12,W,1092827,795031,1887858
11/2/12,W,1087124,793396,1880520
11/3/12,A,675546,462962,1138508
11/4/12,U,486060,347411,833471
11/5/12,W,1069691,766701,1836392
11/6/12,W,1050908,768986,1819894
11/7/12,W,1053498,782333,1835831
11/8/12,W,1064006,793455,1857461
11/9/12,W,1065181,798839,1864020
11/10/12,A,650416,472274,1122690
11/11/12,U,479696,353062,832758
11/12/12,W,823600,666802,1490402
11/13/12,W,1004272,761630,1765902
11/14/12,W,1059509,775491,1835000
11/15/12,W,1058314,786677,1844991
11/16/12,W,1057000,791412,1848412
11/17/12,A,675393,567804,1243197
11/18/12,U,472178,336771,808949
11/19/12,W,1047309,759037,1806346
11/20/12,W,1049100,772991,1822091
11/21/12,W,990069,705800,1695869
11/22/12,U,363466,255982,619448
11/23/12,W,589493,413384,1002877
11/24/12,A,476658,377956,854614
11/25/12,U,417727,304336,722063
11/26/12,W,1006387,717499,1723886
11/27/12,W,1016872,734908,1751780
11/28/12,W,1030518,750417,1780935
11/29/12,W,1028698,752188,1780886
11/30/12,W,1075641,776494,1852135
12/1/12,A,686669,492263,1178932
12/2/12,U,484623,350433,835056
12/3/12,W,1069024,742337,1811361
12/4/12,W,1067467,747543,1815010
12/5/12,W,1054367,754701,1809068
12/6/12,W,1030407,751285,1781692
12/7/12,W,1038662,764843,1803505
12/8/12,A,642192,467324,1109516
12/9/12,U,418807,295147,713954
12/10/12,W,973051,690186,1663237
12/11/12,W,995089,711140,1706229
12/12/12,W,999666,720758,1720424
12/13/12,W,999296,727540,1726836
12/14/12,W,1022704,749478,1772182
12/15/12,A,597413,425168,1022581
12/16/12,U,450355,334285,784640
12/17/12,W,953565,683683,1637248
12/18/12,W,950660,693703,1644363
12/19/12,W,965895,691879,1657774
12/20/12,W,876460,660268,1536728
12/21/12,W,871165,634264,1505429
12/22/12,A,578361,374774,953135
12/23/12,U,486169,281962,768131
12/24/12,W,545733,313210,858943
12/25/12,U,242609,143166,385775
12/26/12,W,616049,428605,1044654
12/27/12,W,710150,514627,1224777
12/28/12,W,753950,546312,1300262
12/29/12,A,547238,360962,908200
12/30/12,U,405207,291423,696630
12/31/12,W,672602,490998,1163600
1/1/13,U,338644,276167,614811
1/2/13,W,747631,570506,1318137
1/3/13,W,857744,620104,1477848
1/4/13,W,875485,635401,1510886
1/5/13,A,549303,356383,905686
1/6/13,U,399770,264957,664727
1/7/13,W,951511,672001,1623512
1/8/13,W,975824,687261,1663085
1/9/13,W,989291,697979,1687270
1/10/13,W,964506,693642,1658148
1/11/13,W,991875,708901,1700776
1/12/13,A,597811,403037,1000848
1/13/13,U,379108,266395,645503
1/14/13,W,964972,701958,1666930
1/15/13,W,1000831,723460,1724291
1/16/13,W,1000782,726032,1726814
1/17/13,W,1003351,730830,1734181
1/18/13,W,995226,721526,1716752
1/19/13,A,592561,417820,1010381
1/20/13,U,372131,275860,647991
1/21/13,W,549385,422125,971510
1/22/13,W,865232,654679,1519911
1/23/13,W,952105,697385,1649490
1/24/13,W,958057,708729,1666786
1/25/13,W,920833,707962,1628795
1/26/13,A,560544,393542,954086
1/27/13,U,360109,261812,621921
1/28/13,W,1000004,718545,1718549
1/29/13,W,1009440,728633,1738073
1/30/13,W,997461,735084,1732545
1/31/13,W,955113,713918,1669031
2/1/13,W,878531,659888,1538419
2/2/13,A,554095,378484,932579
2/3/13,U,396422,271153,667575
2/4/13,W,983474,710890,1694364
2/5/13,W,1021386,733180,1754566
2/6/13,W,1035100,739979,1775079
2/7/13,W,973458,743264,1716722
2/8/13,W,994675,723430,1718105
2/9/13,A,611263,426081,1037344
2/10/13,U,392914,278417,671331
2/11/13,W,994224,708331,1702555
2/12/13,W,901097,687334,1588431
2/13/13,W,1070447,754178,1824625
2/14/13,W,1054969,758213,1813182
2/15/13,W,1013485,731689,1745174
2/16/13,A,598259,412929,1011188
2/17/13,U,445505,317885,763390
2/18/13,W,830133,567064,1397197
2/19/13,W,961489,709244,1670733
2/20/13,W,995286,720364,1715650
2/21/13,W,1012672,738526,1751198
2/22/13,W,944394,716784,1661178
2/23/13,A,597852,403004,1000856
2/24/13,U,426783,280619,707402
2/25/13,W,1032337,718035,1750372
2/26/13,W,917610,707649,1625259
2/27/13,W,1004620,732706,1737326
2/28/13,W,1011461,741077,1752538
3/1/13,W,1030897,726385,1757282
3/2/13,A,641791,407706,1049497
3/3/13,U,451612,290260,741872
3/4/13,W,1046582,684343,1730925
3/5/13,W,915814,662182,1577996
3/6/13,W,1000963,703897,1704860
3/7/13,W,1039889,724517,1764406
3/8/13,W,1047924,716118,1764042
3/9/13,A,619396,404506,1023902
3/10/13,U,417260,285624,702884
3/11/13,W,1009909,713865,1723774
3/12/13,W,1017656,738907,1756563
3/13/13,W,1034585,748618,1783203
3/14/13,W,1033042,755471,1788513
3/15/13,W,1002907,771603,1774510
3/16/13,A,626782,610526,1237308
3/17/13,U,433504,338473,771977
3/18/13,W,971804,715696,1687500
3/19/13,W,990010,723671,1713681
3/20/13,W,980735,721345,1702080
3/21/13,W,999714,729901,1729615
3/22/13,W,1003565,721149,1724714
3/23/13,A,609394,425222,1034616
3/24/13,U,401250,288966,690216
3/25/13,W,828707,630136,1458843
3/26/13,W,876069,655138,1531207
3/27/13,W,880496,670282,1550778
3/28/13,W,893443,679530,1572973
3/29/13,W,829810,621657,1451467
3/30/13,A,594213,395747,989960
3/31/13,U,402842,267293,670135
4/1/13,W,980489,708026,1688515
4/2/13,W,993149,728501,1721650
4/3/13,W,1034924,746014,1780938
4/4/13,W,1015284,759059,1774343
4/5/13,W,996072,746786,1742858
4/6/13,A,611381,459388,1070769
4/7/13,U,440588,357215,797803
4/8/13,W,977325,737437,1714762
4/9/13,W,999444,740720,1740164
4/10/13,W,960903,717466,1678369
4/11/13,W,982894,752525,1735419
4/12/13,W,994973,753498,1748471
4/13/13,A,600393,462508,1062901
4/14/13,U,450337,351742,802079
4/15/13,W,992589,717933,1710522
4/16/13,W,1014884,753356,1768240
4/17/13,W,915006,711500,1626506
4/18/13,W,811655,693760,1505415
4/19/13,W,959757,718526,1678283
4/20/13,A,615433,448035,1063468
4/21/13,U,441267,313744,755011
4/22/13,W,1001200,731504,1732704
4/23/13,W,922329,715764,1638093
4/24/13,W,952859,736305,1689164
4/25/13,W,1008224,755375,1763599
4/26/13,W,999388,750687,1750075
4/27/13,A,654086,460650,1114736
4/28/13,U,455561,320737,776298
4/29/13,W,1009306,717625,1726931
4/30/13,W,1029285,738733,1768018
5/1/13,W,1077184,762553,1839737
5/2/13,W,1028782,752135,1780917
5/3/13,W,1023402,730511,1753913
5/4/13,A,655097,465245,1120342
5/5/13,U,471437,350222,821659
5/6/13,W,1017895,729615,1747510
5/7/13,W,1022360,758068,1780428
5/8/13,W,1025713,769649,1795362
5/9/13,W,1003192,721753,1724945
5/10/13,W,972916,725511,1698427
5/11/13,A,603110,435938,1039048
5/12/13,U,414976,313848,728824
5/13/13,W,961814,713048,1674862
5/14/13,W,1006636,750210,1756846
5/15/13,W,995042,758657,1753699
5/16/13,W,982565,746034,1728599
5/17/13,W,966483,757439,1723922
5/18/13,A,625752,493226,1118978
5/19/13,U,485211,363850,849061
5/20/13,W,1008704,681176,1689880
5/21/13,W,1013059,689412,1702471
5/22/13,W,982149,687729,1669878
5/23/13,W,987008,693752,1680760
5/24/13,W,1010765,676692,1687457
5/25/13,A,600972,369584,970556
5/26/13,U,460009,336563,796572
5/27/13,U,415696,286211,701907
5/28/13,W,982424,672485,1654909
5/29/13,W,1014424,715430,1729854
5/30/13,W,996198,717726,1713924
5/31/13,W,1044620,719350,1763970
6/1/13,A,631022,445218,1076240
6/2/13,U,439719,333835,773554
6/3/13,W,1054416,707210,1761626
6/4/13,W,1044555,716102,1760657
6/5/13,W,1024709,716938,1741647
6/6/13,W,1021552,736943,1758495
6/7/13,W,1030362,768035,1798397
6/8/13,A,661759,537485,1199244
6/9/13,U,473625,393881,867506
6/10/13,W,993550,731202,1724752
6/11/13,W,1027027,752653,1779680
6/12/13,W,969474,718831,1688305
6/13/13,W,1031992,761985,1793977
6/14/13,W,1033513,747980,1781493
6/15/13,A,624345,453140,1077485
6/16/13,U,479896,369569,849465
6/17/13,W,969085,692856,1661941
6/18/13,W,975403,701224,1676627
6/19/13,W,990561,718139,1708700
6/20/13,W,974707,724184,1698891
6/21/13,W,917934,724999,1642933
6/22/13,A,633702,488805,1122507
6/23/13,U,479321,394460,873781
6/24/13,W,920436,699721,1620157
6/25/13,W,888128,694726,1582854
6/26/13,W,866326,690875,1557201
6/27/13,W,913619,723050,1636669
6/28/13,W,898642,894811,1793453
6/29/13,A,620304,463716,1084020
6/30/13,U,488073,543707,1031780
7/1/13,W,946062,681252,1627314
7/2/13,W,911309,677994,1589303
7/3/13,W,945848,693445,1639293
7/4/13,U,525424,407174,932598
7/5/13,W,806355,592583,1398938
7/6/13,A,619632,463509,1083141
7/7/13,U,467091,354565,821656
7/8/13,W,863581,664506,1528087
7/9/13,W,928137,708853,1636990
7/10/13,W,961940,756010,1717950
7/11/13,W,958922,787568,1746490
7/12/13,W,928925,802562,1731487
7/13/13,A,662483,565833,1228316
7/14/13,U,487170,413355,900525
7/15/13,W,904464,683553,1588017
7/16/13,W,924281,695896,1620177
7/17/13,W,922657,706991,1629648
7/18/13,W,904388,720245,1624633
7/19/13,W,897959,775821,1673780
7/20/13,A,646339,546852,1193191
7/21/13,U,469900,410606,880506
7/22/13,W,903084,709718,1612802
7/23/13,W,919858,720357,1640215
7/24/13,W,928256,713067,1641323
7/25/13,W,919260,715876,1635136
7/26/13,W,890066,688728,1578794
7/27/13,A,614357,461775,1076132
7/28/13,U,455742,371125,826867
7/29/13,W,894999,693570,1588569
7/30/13,W,894122,713697,1607819
7/31/13,W,898783,707557,1606340
8/1/13,W,950707,753887,1704594
8/2/13,W,918087,795020,1713107
8/3/13,A,667710,574621,1242331
8/4/13,U,475029,462380,937409
8/5/13,W,885007,688747,1573754
8/6/13,W,914261,698763,1613024
8/7/13,W,898114,694946,1593060
8/8/13,W,912994,702001,1614995
8/9/13,W,906417,711160,1617577
8/10/13,A,642566,493210,1135776
8/11/13,U,459030,365118,824148
8/12/13,W,848703,684985,1533688
8/13/13,W,883243,712564,1595807
8/14/13,W,882740,717664,1600404
8/15/13,W,877526,705604,1583130
8/16/13,W,890423,730276,1620699
8/17/13,A,634078,506124,1140202
8/18/13,U,472515,384202,856717
8/19/13,W,859701,671949,1531650
8/20/13,W,894283,699558,1593841
8/21/13,W,894827,704103,1598930
8/22/13,W,855068,697777,1552845
8/23/13,W,932928,715975,1648903
8/24/13,A,632311,465546,1097857
8/25/13,U,463843,353352,817195
8/26/13,W,1020173,696403,1716576
8/27/13,W,1032675,721814,1754489
8/28/13,W,1019457,732138,1751595
8/29/13,W,1048608,759088,1807696
8/30/13,W,1025684,740853,1766537
8/31/13,A,596363,462487,1058850
9/1/13,U,493648,423770,917418
9/2/13,U,454573,344582,799155
9/3/13,W,1089544,761455,1850999
9/4/13,W,1077803,769975,1847778
9/5/13,W,1059826,763277,1823103
9/6/13,W,1067536,786864,1854400
9/7/13,A,634809,510149,1144958
